fecha,inac_novillo_pie,inac_novillo_4ta,inac_vaca_pie,inac_vaca_4ta,inac_vaquillona_pie,inac_vaquillona_4ta,pr_terneros_usd_kg,pr_terneras_usd_kg,pr_terneros_as_usd_kg,pr_novillos_1_2_usd_kg,pr_novillos_2_3_usd_kg,pr_novillos_3mas_usd_kg,pr_vaquillonas_1_2_usd_kg,pr_vaquillonas_2mas_usd_kg,pr_vacas_invernada_usd_kg,pr_piezas_cria_usd_cab,pr_vientres_entorados_usd_cab,pr_vientres_prenados_usd_cab,novillo_tipo_usd_cab,rhe_novillo,rhe_vaca,usd_uyu
2017-08,1.795,3.279,1.5133,2.959,1.726,3.214,2.24,1.92,1.97,1.9,1.69,1.55,1.75,1.57,1.35,357.0,,607.0,1110.0,3.295443304903288,0.9545337385065032,28.6345
2017-09,1.764,3.2,1.476,2.873,1.669,3.102,2.18,2.01,2.13,1.85,1.7,1.54,1.86,1.51,1.34,340.0,482.0,613.0,1132.0,3.218173783462608,0.8857839887027396,28.8767
2017-10,1.752,3.19,1.503,2.937,1.647,3.095,2.1900000000000004,1.93,1.975,1.83,1.665,1.525,1.71,1.62,1.34,352.5,492.0,572.5,1108.0,3.179969226626635,0.91690612955425,29.274
2017-11,1.736,3.188,1.47,2.915,1.65,3.123,2.11,1.84,1.84,1.73,1.61,,1.71,1.64,1.25,355.0,555.0,557.0,1121.0,3.2049224225732424,0.9299816890260586,29.2098
2017-12,1.652,3.089,1.356,2.743,1.615,3.065,1.97,1.68,1.87,1.7,1.54,1.42,1.58,1.52,1.2,321.0,490.0,539.0,1131.0,3.115668318219242,0.8617288043939613,28.8562
2018-01,1.662,3.122,1.41,2.851,1.587,3.059,,,,,,,,,,,,,1089.0,3.089802030690983,0.884211366659844,28.5414
2018-02,1.757,3.292,1.453,2.957,1.745,3.304,2.17,1.83,2.17,1.81,1.64,1.54,1.68,1.49,1.23,356.0,457.0,575.0,1132.0,3.22990381013591,0.9328520797103974,28.475
2018-03,1.736,3.269,1.429,2.939,1.678,3.237,2.17,1.87,1.82,1.72,1.58,1.46,1.6,1.47,1.14,338.0,420.0,538.0,1149.0,3.288695462123146,0.913208285807248,28.3765
2018-04,1.742,3.282,1.462,2.988,1.669,3.223,2.16,1.78,1.91,1.725,1.565,1.545,1.61,1.46,1.245,309.0,464.0,536.0,1121.0,3.243625550368865,0.925394806654,28.283
2018-05,1.905,3.527,1.565,3.184,1.832,3.47,2.29,1.82,2.04,1.85,1.68,1.54,1.72,1.6,1.36,334.0,,612.0,1144.0,3.46320809187523,0.971628256754027,30.4829
2018-06,1.903,3.517,1.578,3.184,1.816,3.431,2.25,1.91,2.03,1.82,1.73,1.61,1.71,1.58,1.28,336.0,453.0,601.0,1182.0,3.530724539513782,0.9304977881733544,31.364
2018-07,1.924,3.519,1.624,3.197,1.807,3.409,2.14,1.73,1.81,1.81,1.68,1.63,1.63,1.53,1.31,320.0,489.0,580.0,1143.0,3.5023170440725275,0.964210578485597,31.1819
2018-08,2.01,3.629,1.66,3.237,1.875,3.495,2.1,1.79,1.86,1.8,1.75,1.68,1.64,1.52,1.4,340.0,508.0,592.0,1118.0,3.605921664643615,1.0196304784331665,31.2765
2018-09,1.922,3.46,1.604,3.099,1.835,3.393,1.97,1.71,1.83,1.76,1.7,1.78,1.59,1.56,1.33,319.0,420.0,583.0,1145.0,3.5364076813500063,0.9776358146531834,32.8455
2018-10,1.856,3.379,1.609,3.13,1.719,3.245,2.18,1.805,1.865,1.895,1.73,1.715,1.725,1.645,1.43,351.0,,559.0,1045.0,3.363835200952995,1.0073328223148186,32.9118
2018-11,1.875,3.437,1.565,3.112,1.795,3.375,1.89,1.73,1.87,1.86,1.73,1.71,1.68,1.62,1.46,366.0,432.0,603.0,1094.0,3.4252082956852776,1.0370181008448125,32.5567
2018-12,1.793,3.308,1.465,2.924,1.686,3.206,2.06,1.83,1.85,1.86,1.77,1.63,1.8,1.63,1.38,365.0,475.0,595.0,1110.0,3.361671549627168,0.9645165404990652,32.1953
2019-01,1.796,3.334,1.548,3.088,1.725,3.264,,,,,,,,,,,,,1078.0,3.2928400451680577,0.9844746580068238,32.5832
2019-02,1.87,3.45,1.556,3.126,1.871,3.493,2.19,1.92,1.97,2.06,1.92,1.83,1.88,1.79,1.47,395.0,526.0,680.0,1081.0,3.384904430894485,0.9792139857223698,32.5855
2019-03,1.863,3.487,1.577,3.215,1.793,3.43,2.365,2.085,2.105,2.015,1.86,1.73,1.945,1.765,1.51,446.5,540.0,690.5,1136.0,3.494199193312076,0.9598573674096308,33.2689
2019-04,1.81,3.439,1.564,3.221,1.726,3.338,2.23,2.07,2.0,1.94,1.82,1.73,1.91,1.74,1.5,383.0,,640.0,1066.0,3.4467531277065824,0.9650739863576308,34.0675
2019-05,1.946,3.659,1.616,3.339,1.882,3.602,2.24,2.17,2.17,1.99,1.92,1.8,1.96,1.77,1.56,384.0,690.0,698.0,1133.0,3.5254220626784725,0.9797972963305532,35.1591
2019-06,2.109,3.928,1.811,3.661,2.036,3.851,2.46,2.36,2.26,2.12,2.06,1.96,2.02,1.91,1.72,409.0,616.0,735.0,1229.0,3.842926915331376,0.9789044014360438,35.2611
2019-07,2.21,4.064,1.928,3.84,2.105,3.946,2.41,2.25,2.32,2.29,2.14,1.91,2.1,1.92,1.72,403.0,628.0,744.0,1210.0,4.0512895826214725,1.031572118910435,34.8582
2019-08,2.237,4.067,1.938,3.815,2.157,3.974,2.42,2.38,2.42,2.25,2.18,1.97,2.19,2.0,1.75,428.0,656.0,816.0,1234.0,4.068488950735106,1.034140546933368,35.8623
2019-09,2.256,4.088,1.968,3.832,2.163,3.99,,,,,,,,,,,,,1273.0,4.079110523249053,0.96763839475364,36.6781
2019-10,2.303,4.201,2.026,3.967,2.199,4.1,2.545,2.535,2.56,2.38,2.265,2.18,2.345,2.19,1.93,451.0,638.0,786.0,1279.0,4.145966872646097,1.0364054231728723,37.2917
2019-11,2.349,4.313,2.066,4.116,2.271,4.199,2.61,2.56,2.65,2.44,2.31,2.2,2.37,2.2,2.07,522.0,652.0,818.0,1314.0,4.286397425055234,1.031292107846462,37.6207
2019-12,2.279,4.243,1.961,3.972,2.212,4.175,2.41,2.44,2.51,2.31,2.22,2.21,2.23,2.21,1.94,470.0,713.0,822.0,1362.0,4.275785834025745,0.9688289943229972,37.5995
2020-01,2.119,3.969,1.784,3.603,2.06,3.886,,,,,,,,,,,,,1286.0,4.075477486893887,0.9487895974422148,37.3724
2020-02,2.119,3.919,1.65,3.344,2.151,3.983,2.54,2.475,2.46,2.16,2.085,1.94,2.14,1.965,1.63,470.0,615.0,791.5,1244.0,3.916522062562512,0.955111510068958,37.9644
2020-03,1.989,3.727,1.567,3.203,1.941,3.662,2.6100000000000003,2.2350000000000003,2.255,2.2,1.94,1.805,2.01,1.86,1.585,419.5,587.5,691.0,1247.0,3.809062145425617,0.953847534597492,43.1764
2020-04,1.74,3.294,1.452,2.982,1.7,3.244,2.31,2.17,2.15,1.95,1.77,1.64,1.89,1.76,1.48,380.0,450.0,712.0,1162.0,3.382795883593237,0.9075872638444852,43.3147
2020-05,1.848,3.459,1.501,3.08,1.893,3.535,2.19,2.09,2.1,1.92,1.77,1.6,1.8,1.69,1.41,374.0,560.0,730.0,1123.0,3.398785754515454,0.9226195370469872,43.4763
2020-06,1.886,3.485,1.548,3.112,1.88,3.519,2.14,1.95,1.94,1.83,1.74,1.62,1.85,1.67,1.37,395.0,,682.0,1122.0,3.4873834560960075,0.9096475856270644,42.6276
2020-07,1.923,3.512,1.625,3.208,1.808,3.381,2.17,2.06,2.02,1.85,1.83,1.74,1.93,1.7,1.42,381.0,483.0,695.0,1115.0,3.485791418180685,0.974449892719297,43.0526
2020-08,2.027,3.652,1.659,3.234,1.994,3.635,2.29,2.2,2.16,1.91,1.82,,2.0,1.89,1.48,396.0,525.0,684.0,1152.0,3.614572152172912,0.9750811675093726,42.652
2020-09,1.934,3.486,1.63,3.155,1.81,3.379,2.2,2.17,2.16,1.945,1.87,1.6949999999999998,1.895,1.79,1.465,409.5,625.0,706.5,1109.0,3.54065228270696,0.9440014166564648,42.5
2020-10,1.858,3.368,1.577,3.073,1.731,3.236,2.0,1.86,2.02,1.77,1.77,1.65,1.74,1.63,1.41,344.0,426.0,641.0,1128.0,3.4182573845911364,0.9627383414161734,42.6595
2020-11,1.839,3.357,1.433,2.851,1.727,3.217,1.84,1.68,1.77,1.62,1.54,1.48,1.58,1.55,1.29,342.0,416.0,579.0,1094.0,3.344993288480248,0.9318808408449922,42.7725
2020-12,1.706,3.179,1.396,2.822,1.623,3.077,1.89,1.71,1.87,1.66,1.57,1.56,1.65,1.5,1.3,332.0,485.0,588.0,1118.0,3.2168407030165773,0.8531408254582955,42.4159
2021-01,1.758,3.281,1.464,2.971,1.668,3.175,,,,,,,,,,,,,1071.0,3.269954861452029,0.9035600656642157,42.2974
2021-02,1.915,3.505,1.565,3.138,1.847,3.417,,,,,,,,,,,,,1088.0,3.412715914147745,0.9228511205120232,42.6944
2021-03,1.952,3.613,1.653,3.344,1.869,3.517,,,,,,,,,,,,,1161.0,3.61201895324428,0.9138818019165048,44.1925
2021-04,1.935,3.625,1.649,3.357,1.834,3.513,2.4166666666666665,2.1666666666666665,2.17,1.913333333333333,1.83,1.7833333333333332,1.846666666666667,1.7666666666666666,1.5133333333333334,387.0,545.0,653.0,1171.0,3.595462956966485,0.905882135163144,44.1
2021-05,2.105,3.911,1.762,3.6,2.025,3.817,2.27,2.14,2.09,2.03,1.91,1.87,1.87,1.8,1.58,387.0,,682.0,1196.0,3.788256206844622,0.9285203185155384,43.9975
2021-06,2.182,4.049,1.87,3.772,2.073,3.937,2.27,2.01,2.07,1.98,1.91,1.89,1.93,1.82,1.53,352.0,502.0,685.0,1261.0,4.0243650043156425,0.9699340712269124,43.6159
2021-07,2.295,4.206,1.975,3.91,2.117,4.007,2.52,2.22,2.34,2.06,2.01,1.99,2.01,1.95,1.67,384.0,580.0,722.0,1272.0,4.143697659927958,0.9892505870504432,43.8373
2021-08,2.44,4.424,2.096,4.093,2.273,4.24,2.43,2.29,2.29,2.12,2.09,2.06,2.09,2.0,1.74,425.0,690.0,753.0,1308.0,4.38900582811128,1.009490499698267,43.2738
2021-09,2.458,4.459,2.121,4.127,2.282,4.262,2.28,2.22,2.41,2.12,2.13,2.2,2.1,1.98,1.85,444.0,,741.0,1367.0,4.432743168529353,0.9702544602727116,42.6571
2021-10,2.568,4.671,2.236,4.379,2.388,4.49,2.34,2.23,2.3,2.24,2.17,2.115,2.105,2.045,1.845,442.5,,738.0,1389.0,4.6066439549999405,1.032241036794198,43.5435
2021-11,2.447,4.475,2.037,4.077,2.28,4.277,2.14,2.04,2.07,2.08,2.0,1.98,1.98,1.83,1.75,421.0,570.0,733.0,1403.0,4.551143874346223,0.951720259087022,43.9881
2021-12,2.336,4.352,1.964,3.981,2.148,4.138,2.17,2.22,2.11,2.15,2.15,2.02,2.04,2.02,1.79,446.0,630.0,695.0,1397.0,4.35388043865022,0.9062315662041384,44.3226
2022-01,2.415,4.497,2.005,4.072,2.22,4.285,,,,,,,,,,,,,1657.0,4.438508322013343,0.9216249667100492,44.5325
2022-02,2.633,4.827,2.183,4.392,2.443,4.596,2.74,2.53,2.52,2.49,2.45,2.43,2.41,2.38,2.06,490.0,718.0,802.0,1731.0,4.704789991866438,0.9725987538976576,43.2184
2022-03,2.75,5.092,2.364,4.775,2.561,4.889,3.02,2.745,2.8,2.605,2.485,2.515,2.565,2.465,2.1,593.5,715.0,910.0,1735.0,5.027658166378865,1.011617311146975,42.3136
2022-04,2.887,5.384,2.48,5.056,2.692,5.186,2.6100000000000003,3.08,2.88,2.79,2.715,2.69,2.655,2.555,2.19,544.0,828.5,993.5,1826.0,5.274373787507652,1.0106177359951958,41.1067
2022-05,2.97,5.513,2.544,5.198,2.791,5.321,3.01,2.74,2.82,2.77,2.67,2.79,2.57,2.53,2.18,534.0,744.0,1012.0,1869.5149798949649,5.505541148418658,1.0188650689775776,40.8
2022-06,2.984,5.5,2.549,5.116,2.763,5.247,2.96,2.78,2.79,2.75,2.7,2.65,2.6,2.5,2.16,506.0,664.0,1014.0,1838.0,5.475343719593138,1.020661520435566,39.7568
2022-07,2.981,5.425,2.539,5.001,2.793,5.219,2.99,2.79,2.77,2.76,2.65,2.64,2.59,2.55,2.16,476.0,815.0,1071.0,1785.0,5.499760736119866,1.05261719899945,41.035
2022-08,2.976,5.365,2.493,4.821,2.758,5.107,3.12,2.975,3.0,2.89,2.955,2.78,2.67,2.56,2.27,535.0,714.0,979.0,1813.0,5.370544267116353,1.0269149678038874,40.4841
2022-09,2.781,4.993,2.295,4.432,2.547,4.713,2.755,2.4850000000000003,2.72,2.505,2.39,2.33,2.295,2.31,2.04,524.0,714.0,918.0,1718.0,5.224535033866405,1.045657170404615,40.9068
2022-10,2.299,4.139,1.817,3.533,2.057,3.819,2.25,2.005,2.105,2.1,2.005,1.975,1.925,0.0,1.705,374.5,581.0,709.0,1581.0,4.439215761464689,0.9155985485842402,41.055
2022-11,2.212,4.001,1.64,3.234,1.989,3.687,2.34,2.14,2.125,2.08,1.04,1.05,2.045,2.04,1.675,440.0,667.0,766.0,1483.0,4.037499632894473,0.9077363681041148,39.8214
2022-12,2.073,3.809,1.62,3.249,1.908,3.597,2.375,2.08,2.04,2.17,2.0,2.0,1.955,1.8,1.68,438.0,714.0,810.5,1407.0,3.8722426716657856,0.9370625726069832,39.0833
2023-01,1.99,3.667,1.556,3.144,1.968,3.695,,,,,,,,,,,,,1408.0,3.636765792563113,0.9037658878037788,39.4524
2023-02,2.134,3.887,1.612,3.268,2.015,3.779,2.435,2.29,2.13,2.065,1.915,1.905,1.995,1.82,1.56,392.5,550.0,652.0,1491.0,3.813058051395053,0.8855587101845446,39.0361
2023-03,2.25,4.153,1.822,3.683,2.089,3.978,2.46,2.123333333333333,2.2,1.9733333333333332,1.9466666666666663,1.9433333333333331,1.8633333333333333,1.84,1.5066666666666666,365.0,492.0,703.3333333333334,1513.0,4.051683789783588,0.9206953181082898,39.137
2023-04,2.388,4.366,1.924,3.892,2.249,4.225,2.575,2.165,2.24,2.075,2.005,2.03,1.95,1.865,1.605,382.0,,710.5,1527.0,4.276381338360324,0.962592110128768,38.8357
2023-05,2.401,4.383,1.909,3.838,2.257,4.243,2.47,2.05,2.075,2.035,1.965,1.91,1.86,1.775,1.495,356.5,,661.0,1610.0,4.409283903055138,0.9587113802520076,38.8738
2023-06,2.296,4.173,1.866,3.69,2.129,3.999,2.53,2.04,2.09,2.01,1.95,1.82,1.79,1.7,1.51,373.57,591.3,674.19,1497.0,4.254163610347753,0.937382514220807,38.2714
2023-07,2.179,3.936,1.746,3.395,1.951,3.643,2.64,2.14,2.21,2.16,2.0,,1.92,1.8,1.56,387.0,580.0,722.0,1461.0,3.9972696302084874,0.9496235399959032,37.935
2023-08,2.181,3.907,1.726,3.329,2.029,3.727,2.43,2.1,2.42,2.1,1.88,1.95,1.97,1.87,1.53,438.0,430.0,759.97,1475.0,3.964046545290393,0.9649671667860544,37.8568
2023-09,1.969,3.542,1.575,3.025,1.794,3.323,,,,,,,,,,,,,1430.0,3.663663574156364,0.901432094837924,38.1119
2023-10,1.88,3.373,1.454,2.799,1.687,3.133,2.1,1.87,1.99,1.95,1.81,1.73,1.77,1.64,1.48,421.0,476.0,664.0,1387.0,3.3389352592357757,0.8527393621140452,39.6905
2023-11,1.884,3.403,1.441,2.806,1.714,3.196,2.215,1.92,1.9,1.905,1.79,1.74,1.76,1.71,1.42,394.315,472.5,651.005,1350.0,3.451171370504155,0.8683018461634943,39.5929
2023-12,1.822,3.34,1.493,2.937,1.66,3.141,2.19,2.09,1.955,1.915,1.93,1.78,1.825,1.72,1.51,433.5,578.0,742.5,1318.0,3.3277445695385426,0.8574254781184537,39.2975
2024-01,1.953,3.579,1.588,3.153,1.796,3.397,,,,,,,,,,,,,1366.0,3.5102106353634426,0.9023976030786812,39.1477
2024-02,1.983,3.639,1.583,3.176,1.882,3.535,2.523333333333333,2.19,2.4466666666666668,2.2133333333333334,1.9733333333333332,1.895,2.026666666666667,1.91,1.5633333333333337,469.6666666666667,567.0,788.3333333333334,1430.0,3.6188360874520473,0.9050412045362304,39.1237
2024-03,2.017,3.734,1.675,3.349,1.91,3.609,2.74,2.32,2.34,2.21,1.99,1.91,2.19,1.92,1.59,462.0,,771.0,1400.0,3.7024486900278064,0.8984501354876242,38.625
2024-04,2.018,3.755,1.675,3.377,1.868,3.584,2.6950000000000003,2.28,2.285,2.215,1.98,1.885,2.005,1.89,1.5750000000000002,458.055,642.8399999999999,774.145,1442.0,3.74186448167705,0.9450749534608324,38.4976
2024-05,2.049,3.79,1.666,3.377,1.913,3.661,2.565,2.1,2.145,2.09,1.92,1.84,1.89,1.76,1.54,431.775,687.5,769.5550000000001,1531.0,3.785110198657085,0.927721431424524,38.5091
2024-06,2.08,3.851,1.737,3.481,1.922,3.678,2.53,2.1,2.06,2.06,1.89,1.77,1.87,1.68,1.48,389.36,597.83,744.93,1488.0,3.827303920996585,0.916229168137205,39.2237
2024-07,2.174,3.979,1.837,3.637,2.078,3.888,2.47,2.09,2.22,2.07,1.88,1.81,1.86,1.85,1.53,394.27,,729.56,1489.0,3.93564567917251,0.9467325908711256,40.1591
2024-08,2.257,4.096,1.893,3.727,2.16,3.979,2.56,2.28,2.23,2.35,2.09,1.9,2.14,1.88,1.65,407.34,624.15,757.76,1534.0,4.066123744588616,0.9680210484794044,40.3432
2024-09,2.249,4.068,1.912,3.73,2.166,4.006,,,,,,,,,,,,,1506.0,4.09939198656284,0.9642585332300476,41.0345
2024-10,2.227,4.042,1.891,3.707,2.119,3.952,2.5,2.26,2.36,2.21,2.06,1.92,2.09,1.98,1.64,455.74,529.84,723.67,1555.0,4.005590481107028,0.9188281315566456,41.5391
2024-11,2.262,4.132,1.9,3.805,2.164,4.049,2.63,2.26,2.295,2.345,2.18,2.12,2.16,2.0,1.73,459.98,640.87,749.3,1579.0,4.11586557490034,0.8897811100509335,42.4262
2024-12,2.264,4.165,1.92,3.855,2.16,4.076,2.81,2.38,2.32,2.33,2.22,2.08,2.23,2.07,1.74,462.0,,821.99,1592.0,4.153604456791232,0.926849210104461,43.9881
2025-01,2.277,4.216,1.925,3.889,2.193,4.134,,,,,,,,,,,,,1607.0,4.197262844285833,0.9019867821946967,43.7333
2025-02,2.328,4.27,1.941,3.904,2.237,4.191,2.8366666666666664,2.4266666666666663,2.655,2.4533333333333336,2.3233333333333333,2.1966666666666668,2.293333333333333,2.14,1.7266666666666666,473.48333333333335,695.0,815.3766666666667,1613.0,4.24184391894509,0.9089896524072084,43.155
2025-03,2.442,4.507,2.083,4.174,2.33,4.384,3.0700000000000003,2.575,2.715,2.5700000000000003,2.415,2.245,2.39,2.285,1.985,513.845,652.74,805.87,1671.0,4.4026920843123705,0.9245259249417735,42.3381
2025-04,2.479,4.623,2.127,4.319,2.384,4.531,2.925,2.57,2.575,2.515,2.455,2.345,2.405,2.285,1.94,510.955,800.0,887.115,1675.0,4.605583401546088,0.9725822108078916,42.3286
2025-05,2.528,4.681,2.158,4.392,2.449,4.608,2.895,2.6,2.59,2.645,2.5,2.335,2.425,2.275,1.92,543.2950000000001,767.2,873.86,1719.0,4.657438134949492,0.9253727014947256,41.7095
2025-06,2.653,4.9,2.343,4.678,2.567,4.825,2.95,2.65,2.76,2.72,2.56,2.47,2.52,2.35,1.98,550.61,780.58,901.12,1715.0,4.834996496905665,0.9871824703350348,40.9595
2025-07,2.797,5.098,2.448,4.823,2.676,4.985,3.04,2.84,2.74,2.77,2.67,2.56,2.6,2.38,2.03,524.03,776.14,945.83,1725.0,5.027471484187918,1.007246620022794,40.2457
2025-08,2.863,5.161,2.511,4.871,2.74,5.058,3.05,2.97,3.0,2.9,2.79,2.71,2.69,2.62,2.1,576.21,779.81,982.76,1787.0,5.120802304323866,0.9493862037350588,40.0619
2025-09,2.954,5.322,2.64,5.087,2.831,5.217,,,,,,,,,,,,,1788.0,5.271259094905995,1.0300857248283624,39.9909
2025-10,3.035,5.464,2.673,5.17,2.904,5.343,3.35,3.17,3.24,3.13,3.06,2.92,3.0,2.9,2.25,611.16,787.68,943.47,1791.0,5.447516972799575,1.10363611090032,39.9326
2025-11,2.965,5.355,2.487,4.906,2.85,5.241,3.175,2.9850000000000003,3.04,3.06,2.855,2.805,2.8,2.725,2.155,608.915,878.325,955.6,1857.0,5.408613263701234,1.0013308430521506,39.7525
2025-12,2.905,5.297,2.413,4.803,2.784,5.175,3.31,3.1,3.05,3.13,2.93,2.84,2.9,2.79,2.29,645.29,890.17,1022.72,1835.0,5.3044426604991,1.0044044330240565,39.1591
2026-01,2.948,5.37,2.463,4.913,2.827,5.25,,,,,,,,,,,,,1868.0,5.316468425065056,0.9949172396890608,38.5
2026-02,3.079,5.618,2.604,5.231,2.977,5.52,3.6966666666666663,3.436666666666667,3.556666666666666,3.3766666666666665,3.19,2.96,3.26,3.126666666666667,2.4033333333333333,685.0833333333334,998.41,1140.0366666666666,1932.0,5.553807653126375,1.0271579281077474,38.5889
2026-03,3.092,5.652,2.62,5.264,3.02,5.56,4.015,3.705,3.785,3.3550000000000004,3.11,3.005,3.18,2.935,2.355,688.655,957.725,1172.875,1976.0,5.69393718084347,1.0169001025542932,40.1818
2026-04,3.068,5.562,2.497,4.997,2.984,5.476,4.08,3.955,3.82,3.345,3.1100000000000003,2.94,3.31,3.0,2.385,704.705,1090.035,1266.885,2018.0,5.53695276777018,0.9660480761688104,40.0079
2026-05,3.112,5.685,2.648,5.278,3.096,5.677,4.095,3.955,3.925,3.44,3.065,2.915,3.265,3.05,2.425,742.575,1065.315,1268.295,,5.641517342258366,0.9251386366949038,40.03
